,Case_id,Status,Detail
202,WAC1720550747,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550747, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
203,WAC1720550748,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550748, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
204,WAC1720550749,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550749, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
205,WAC1720550750,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550750, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
206,WAC1720550751,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550751, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
207,WAC1720550752,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550752, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
208,WAC1720550753,Case Was Approved And My Decision Was Emailed,"We approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550753, and emailed you an approval notice.  Please follow any instructions on the approval notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
209,WAC1720550754,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550754, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
210,WAC1720550755,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550755, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
211,WAC1720550756,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550756, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
212,WAC1720550757,Case Was Received,"On July 20, 2017, we received your Form I-539, Application to Extend or Change Nonimmigrant Status, Receipt Number WAC1720550757, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
213,WAC1720550758,Response To USCIS' Request For Evidence Was Received,"On August 25, 2017, we received your response to our Request for Evidence for your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550758.  Our California Service Center office will begin working on your case again.  We will mail you a decision or notify you if we need something from you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
214,WAC1720550759,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550759, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
215,WAC1720550760,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550760, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
216,WAC1720550761,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550761, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
217,WAC1720550762,Case Was Approved,"On August 16, 2017, we approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550762. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
218,WAC1720550763,Case Was Received,"On July 20, 2017, we received your Form I-539, Application to Extend or Change Nonimmigrant Status, Receipt Number WAC1720550763, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
219,WAC1720550764,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550764, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
220,WAC1720550765,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550765, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
221,WAC1720550766,Name Was Updated,"On July 20, 2017, we updated your name for your Form I-765, Application for Employment Authorization , Receipt Number WAC1720550766. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
222,WAC1720550767,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550767, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
223,WAC1720550768,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550768, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
224,WAC1720550769,Case Was Approved And My Decision Was Emailed,"We approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550769, and emailed you an approval notice.  Please follow any instructions on the approval notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
225,WAC1720550770,Case Was Approved,"On July 24, 2017, we approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550770. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
226,WAC1720550771,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550771, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
227,WAC1720550772,Case Was Approved,"On August 9, 2017, we approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550772. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
228,WAC1720550773,Case Was Approved,"On July 25, 2017, we approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550773. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
229,WAC1720550774,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550774, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
230,WAC1720550775,Case Was Approved,"On August 1, 2017, we approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550775. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
231,WAC1720550776,Case Was Received,"On July 20, 2017, we received your Form I-765, Application for Employment Authorization , Receipt Number WAC1720550776, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
232,WAC1720550777,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550777, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
233,WAC1720550778,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550778, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
234,WAC1720550779,Case Was Received,"On July 20, 2017, we received your Form I-539, Application to Extend or Change Nonimmigrant Status, Receipt Number WAC1720550779, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
235,WAC1720550780,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550780, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
236,WAC1720550781,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550781, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
237,WAC1720550782,Case Was Received,"On July 20, 2017, we received your Form I-539, Application to Extend or Change Nonimmigrant Status, Receipt Number WAC1720550782, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
238,WAC1720550783,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550783, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
239,WAC1720550784,Request for Additional Evidence Was Mailed,"On July 28, 2017, we mailed a request for additional evidence for your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550784.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for additional evidence by August 27, 2017, please go to www.uscis.gov/e-request  to request a copy.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
240,WAC1720550785,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550785, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
241,WAC1720550786,Request for Additional Evidence Was Mailed,"On August 26, 2017, we mailed a request for additional evidence for your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550786.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for additional evidence by September 25, 2017, please go to www.uscis.gov/e-request  to request a copy.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
242,WAC1720550787,Request for Additional Evidence Was Mailed,"On August 1, 2017, we mailed a request for additional evidence for your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550787.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for additional evidence by August 31, 2017, please go to www.uscis.gov/e-request  to request a copy.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
243,WAC1720550788,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550788, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
244,WAC1720550789,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550789, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
245,WAC1720550790,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550790, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
246,WAC1720550791,Case Was Received,"On July 20, 2017, we received your Form I-612, Application to Waive Foreign Residence Requirements, Receipt Number WAC1720550791, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
247,WAC1720550792,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550792, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
248,WAC1720550793,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550793, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
249,WAC1720550794,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550794, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
250,WAC1720550795,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550795, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
251,WAC1720550796,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550796, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
252,WAC1720550797,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550797, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
253,WAC1720550798,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550798, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
254,WAC1720550799,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550799, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
255,WAC1720550800,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550800, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
256,WAC1720550801,Case Was Received,"On July 20, 2017, we received your Form I-539, Application to Extend or Change Nonimmigrant Status, Receipt Number WAC1720550801, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
257,WAC1720550802,Case Was Approved,"On July 25, 2017, we approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550802. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
258,WAC1720550803,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550803, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
259,WAC1720550804,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550804, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
260,WAC1720550805,Request for Additional Evidence Was Mailed,"On August 15, 2017, we mailed a request for additional evidence for your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550805.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for additional evidence by September 14, 2017, please go to www.uscis.gov/e-request  to request a copy.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
261,WAC1720550806,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550806, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
262,WAC1720550807,Request for Additional Evidence Was Mailed,"On August 16, 2017, we mailed a request for additional evidence for your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550807.  The request for evidence explains what we need from you.  We will not take action on your case until we receive the evidence or the deadline to submit it expires. Please follow the instructions in the request for evidence.  If you do not receive your request for additional evidence by September 15, 2017, please go to www.uscis.gov/e-request  to request a copy.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
263,WAC1720550808,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550808, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
264,WAC1720550809,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550809, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
265,WAC1720550810,Case Was Approved,"On August 15, 2017, we approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550810. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
266,WAC1720550811,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550811, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
267,WAC1720550812,Case Was Approved And My Decision Was Emailed,"We approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550812, and emailed you an approval notice.  Please follow any instructions on the approval notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
268,WAC1720550813,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550813, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
269,WAC1720550814,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550814, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
270,WAC1720550815,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550815, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
271,WAC1720550816,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550816, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
272,WAC1720550817,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550817, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
273,WAC1720550818,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550818, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
274,WAC1720550819,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550819, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
275,WAC1720550820,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550820, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
276,WAC1720550821,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550821, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
277,WAC1720550822,Case Was Approved,"On July 25, 2017, we approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550822. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
278,WAC1720550823,Case Was Approved And My Decision Was Emailed,"We approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550823, and emailed you an approval notice.  Please follow any instructions on the approval notice.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
279,WAC1720550824,Case Was Received,"On July 20, 2017, we received your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550824, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
280,WAC1720550825,Case Was Received,"On July 20, 2017, we received your Form I-539, Application to Extend or Change Nonimmigrant Status, Receipt Number WAC1720550825, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
281,WAC1720550826,Case Was Received,"On July 20, 2017, we received your Form CRI-89, Petition to Remove Conditions of Permanent Resident Status Received, Receipt Number WAC1720550826, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
282,WAC1720550827,Case Was Approved,"On July 28, 2017, we approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550827. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
283,WAC1720550828,Case Was Approved,"On July 25, 2017, we approved your Form I-129, Petition for a Nonimmigrant Worker, Receipt Number WAC1720550828. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
284,WAC1720550829,Case Was Received,"On July 20, 2017, we received your Form I-539, Application to Extend or Change Nonimmigrant Status, Receipt Number WAC1720550829, and sent you the receipt notice that describes how we will process your case. Please follow the instructions in the notice. If you do not receive your receipt notice by August 19, 2017, please call Customer Service at 1-800-375-5283. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
